nome_original,nome_normalizado,frequencia,prevalencia,incluida_modelo,motivo
Fogão Fischer de aço inoxidável,fogao fischer de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de 16 polegadas,tv de 16 polegadas,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV com Netflix, TV a cabo premium","tv com netflix, tv a cabo premium",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 42 polegadas com Roku, TV a cabo","tv de alta definicao de 42 polegadas com roku, tv a cabo",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Sistema de som DISPONÍVEL NAS SMART TV´S com Bluetooth,sistema de som disponivel nas smart tv s com bluetooth,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Equipamento para exercícios: halteres, bicicleta ergométrica, esteira","equipamento para exercicios: halteres, bicicleta ergometrica, esteira",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão a gás BOSCH de aço inoxidável,fogao a gas bosch de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno INTEGRADO AO FOGÃO MARCA BOSCH de aço inoxidável,forno integrado ao fogao marca bosch de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Piscina externa compartilhada - disponível por estação do ano, disponível em horários específicos, terraço","piscina externa compartilhada - disponivel por estacao do ano, disponivel em horarios especificos, terraco",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"HDTV com Netflix, Aparelho de DVD","hdtv com netflix, aparelho de dvd",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno decorato  de aço inoxidável,forno decorato  de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
HDTV com Fire TV,hdtv com fire tv,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"HDTV com TV a cabo, TV a cabo premium","hdtv com tv a cabo, tv a cabo premium",2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
TV de 58 polegadas,tv de 58 polegadas,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 65 polegadas com Amazon Prime Video, HBO Max, Netflix","tv de alta definicao de 65 polegadas com amazon prime video, hbo max, netflix",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira elerolux,geladeira elerolux,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno fisher,forno fisher,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 36 polegadas com Chromecast, Netflix","tv de alta definicao de 36 polegadas com chromecast, netflix",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Academia privativa,academia privativa,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (62 Mbps),wi-fi rapido (62 mbps),2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Piscina externa privativa - disponível 24 horas,piscina externa privativa - disponivel 24 horas,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira temos mais uma cervejeira,geladeira temos mais uma cervejeira,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão a gás Atlas de aço inoxidável,fogao a gas atlas de aco inoxidavel,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão a gás Eletrolux de aço inoxidável,fogao a gas eletrolux de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno Eletrolux de aço inoxidável,forno eletrolux de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno Electrolux,forno electrolux,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 50 polegadas com TV a cabo, Netflix, Amazon Prime Video","tv de alta definicao de 50 polegadas com tv a cabo, netflix, amazon prime video",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (317 Mbps),wi-fi rapido (317 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Estacionamento pago em garagem na propriedade,estacionamento pago em garagem na propriedade,7,0.0015762215717180816,False,fora do intervalo 10-90% ou não top10 por frequência
TV de 28 polegadas com Chromecast,tv de 28 polegadas com chromecast,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Sabonete Marcas varáveis  para o corpo,sabonete marcas varaveis  para o corpo,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV com Disney+, HBO Max, TV a cabo premium","tv com disney+, hbo max, tv a cabo premium",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de 32 polegadas com Netflix, Roku","tv de 32 polegadas com netflix, roku",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Serviços de limpeza disponíveis das 08:00 às 18:00,servicos de limpeza disponiveis das 08:00 as 18:00,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Kitchenette,kitchenette,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Livros e brinquedos infantis para crianças de 0 a 2 anos de idade e 5 a 10 anos de idade,livros e brinquedos infantis para criancas de 0 a 2 anos de idade e 5 a 10 anos de idade,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão dako 4 bocas,fogao dako 4 bocas,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira refrigerador duplex,geladeira refrigerador duplex,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno normal Fisher de aço inoxidável,forno normal fisher de aco inoxidavel,3,0.0006755235307363207,False,fora do intervalo 10-90% ou não top10 por frequência
Máquina de lavar Pago,maquina de lavar pago,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Estacionamento pago na propriedade: 10 vagas,estacionamento pago na propriedade: 10 vagas,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Sabonete Natura para o corpo,sabonete natura para o corpo,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão a gás Mônaco de aço inoxidável,fogao a gas monaco de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 42 polegadas com Apple TV, Netflix, Amazon Prime Video","tv de alta definicao de 42 polegadas com apple tv, netflix, amazon prime video",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"HDTV com Netflix, Apple TV, TV a cabo","hdtv com netflix, apple tv, tv a cabo",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Sabonete Frésha para o corpo,sabonete fresha para o corpo,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno Miller,forno miller,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão elétrico consul,fogao eletrico consul,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno normal consul,forno normal consul,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
TV de 29 polegadas,tv de 29 polegadas,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Cadeira alta independente: sempre na acomodação,cadeira alta independente: sempre na acomodacao,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (295 Mbps),wi-fi rapido (295 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de 40 polegadas com Amazon Prime Video, Netflix","tv de 40 polegadas com amazon prime video, netflix",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno Forno elétrico Fischer,forno forno eletrico fischer,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 55 polegadas com Amazon Prime Video, HBO Max","tv de alta definicao de 55 polegadas com amazon prime video, hbo max",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 50 polegadas com TV a cabo premium, HBO Max, Netflix, TV a cabo","tv de alta definicao de 50 polegadas com tv a cabo premium, hbo max, netflix, tv a cabo",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Sistema de som Alexia  com Bluetooth,sistema de som alexia  com bluetooth,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Cafeteira: cafeteira elétrica, Nespresso, cafeteira com coador","cafeteira: cafeteira eletrica, nespresso, cafeteira com coador",2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 55 polegadas com Amazon Prime Video, HBO Max, Netflix, TV a cabo premium, Roku","tv de alta definicao de 55 polegadas com amazon prime video, hbo max, netflix, tv a cabo premium, roku",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de 32 polegadas com TV a cabo, TV a cabo premium","tv de 32 polegadas com tv a cabo, tv a cabo premium",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (283 Mbps),wi-fi rapido (283 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 32 polegadas com TV a cabo, Chromecast, Netflix","tv de alta definicao de 32 polegadas com tv a cabo, chromecast, netflix",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 50 polegadas com TV a cabo premium, TV a cabo","tv de alta definicao de 50 polegadas com tv a cabo premium, tv a cabo",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno do fogão de aço inoxidável,forno do fogao de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 42 polegadas com TV a cabo, Netflix","tv de alta definicao de 42 polegadas com tv a cabo, netflix",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV com Aparelho de DVD, TV a cabo premium","tv com aparelho de dvd, tv a cabo premium",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão elétrico Fisher,fogao eletrico fisher,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de 40 polegadas com TV a cabo,tv de 40 polegadas com tv a cabo,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão Consul,fogao consul,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 40 polegadas com TV a cabo premium, Netflix","tv de alta definicao de 40 polegadas com tv a cabo premium, netflix",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Fogão a gás Se enciende con girmatic. Salvo el horno. Hay tambien un horno elétrico, chico. de aço inoxidável","fogao a gas se enciende con girmatic. salvo el horno. hay tambien un horno eletrico, chico. de aco inoxidavel",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno Hay el horno convencional de la cocina y más un hornito electrico. Las hornallas son del sistema giromatic (no necesita encededores) de aço inoxidável,forno hay el horno convencional de la cocina y mas un hornito electrico. las hornallas son del sistema giromatic (no necesita encededores) de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Xampu Pantene,xampu pantene,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Condicionador Pantene,condicionador pantene,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Sabonete Dove  para o corpo,sabonete dove  para o corpo,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 30 polegadas com Chromecast,tv de alta definicao de 30 polegadas com chromecast,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Estacionamento pago na propriedade: 1 vaga,estacionamento pago na propriedade: 1 vaga,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (84 Mbps),wi-fi rapido (84 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão a gás Mueller ,fogao a gas mueller,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (245 Mbps),wi-fi rapido (245 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 60 polegadas com Netflix,tv de alta definicao de 60 polegadas com netflix,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (301 Mbps),wi-fi rapido (301 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno duplo electrolux ,forno duplo electrolux,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 43 polegadas com HBO Max, TV a cabo premium, Fire TV, Netflix, TV a cabo","tv de alta definicao de 43 polegadas com hbo max, tv a cabo premium, fire tv, netflix, tv a cabo",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 55 polegadas com HBO Max,tv de alta definicao de 55 polegadas com hbo max,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira boch,geladeira boch,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão boch ,fogao boch,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Sabonete Lux para o corpo,sabonete lux para o corpo,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 60 polegadas,tv de alta definicao de 60 polegadas,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira Novo,geladeira novo,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão a gás Forno,fogao a gas forno,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno normal Fogão Novo,forno normal fogao novo,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão elétrico Forno,fogao eletrico forno,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 32 polegadas com Fire TV,tv de alta definicao de 32 polegadas com fire tv,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (536 Mbps),wi-fi rapido (536 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno britania de aço inoxidável,forno britania de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Serviços de limpeza disponíveis todos os dias incluso na sua estadia,servicos de limpeza disponiveis todos os dias incluso na sua estadia,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (189 Mbps),wi-fi rapido (189 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Local para guardar as roupas: closet, closet e cômoda","local para guardar as roupas: closet, closet e comoda",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Condicionador Samsung ,condicionador samsung,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 49 polegadas com Amazon Prime Video, Apple TV, Disney+, HBO Max, Netflix, TV a cabo premium, Roku, TV a cabo","tv de alta definicao de 49 polegadas com amazon prime video, apple tv, disney+, hbo max, netflix, tv a cabo premium, roku, tv a cabo",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Piscina externa compartilhada - disponível o ano todo, disponível 24 horas","piscina externa compartilhada - disponivel o ano todo, disponivel 24 horas",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 65 polegadas com Chromecast, Netflix, Disney+","tv de alta definicao de 65 polegadas com chromecast, netflix, disney+",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Sistema de som Jbr com Bluetooth,sistema de som jbr com bluetooth,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno normal Philco  de aço inoxidável,forno normal philco  de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"HDTV com Chromecast, Amazon Prime Video, Fire TV, TV a cabo, Netflix","hdtv com chromecast, amazon prime video, fire tv, tv a cabo, netflix",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (275 Mbps),wi-fi rapido (275 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 60 polegadas com Netflix, TV a cabo premium, TV a cabo","tv de alta definicao de 60 polegadas com netflix, tv a cabo premium, tv a cabo",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (70 Mbps),wi-fi rapido (70 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Sabonete pompom para o corpo,sabonete pompom para o corpo,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (92 Mbps),wi-fi rapido (92 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Xampu Shampoo ,xampu shampoo,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Piscina externa privativa - disponível por estação do ano,piscina externa privativa - disponivel por estacao do ano,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Sistema de som Sony com Bluetooth,sistema de som sony com bluetooth,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Churrasqueira compartilhada: a carvão, elétrica, a gás, a lenha","churrasqueira compartilhada: a carvao, eletrica, a gas, a lenha",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão a gás Daco de aço inoxidável,fogao a gas daco de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Equipamento para exercícios: elíptico, halteres, bicicleta ergométrica, esteira, tapete de ioga, banco de exercícios, remo","equipamento para exercicios: eliptico, halteres, bicicleta ergometrica, esteira, tapete de ioga, banco de exercicios, remo",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Cafeteira: cafeteira elétrica, cafeteira francesa, cafeteira com coador","cafeteira: cafeteira eletrica, cafeteira francesa, cafeteira com coador",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira Consul frost free 340lt ,geladeira consul frost free 340lt,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão a gás Cooktop fisher 4 bocas,fogao a gas cooktop fisher 4 bocas,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno Fisher 44lt de aço inoxidável,forno fisher 44lt de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno normal electrolux,forno normal electrolux,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 55 polegadas com Amazon Prime Video, Chromecast, Netflix","tv de alta definicao de 55 polegadas com amazon prime video, chromecast, netflix",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira panasonic duplex,geladeira panasonic duplex,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão mueller de aço inoxidável,fogao mueller de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV com Amazon Prime Video, Disney+","tv com amazon prime video, disney+",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Sabonete Variado para o corpo,sabonete variado para o corpo,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"HDTV com Amazon Prime Video, Apple TV, Chromecast, Disney+, Fire TV, HBO Max, Hulu, Netflix, TV a cabo premium, Roku, TV a cabo","hdtv com amazon prime video, apple tv, chromecast, disney+, fire tv, hbo max, hulu, netflix, tv a cabo premium, roku, tv a cabo",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (395 Mbps),wi-fi rapido (395 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"HDTV com TV a cabo, Disney+, Netflix","hdtv com tv a cabo, disney+, netflix",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de 32 polegadas com TV a cabo, Netflix","tv de 32 polegadas com tv a cabo, netflix",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de 40 polegadas com Fire TV,tv de 40 polegadas com fire tv,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Equipamento para exercícios: esteira,equipamento para exercicios: esteira,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (95 Mbps),wi-fi rapido (95 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 33 polegadas com Netflix,tv de alta definicao de 33 polegadas com netflix,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 49 polegadas com TV a cabo premium,tv de alta definicao de 49 polegadas com tv a cabo premium,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Sabonete nivea para o corpo,sabonete nivea para o corpo,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 42 polegadas com Amazon Prime Video, Chromecast, Netflix","tv de alta definicao de 42 polegadas com amazon prime video, chromecast, netflix",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão a gás Dacor,fogao a gas dacor,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Forno normal philco Elétrico,forno normal philco eletrico,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Serviços de limpeza disponíveis todos os dias disponível a um custo extra,servicos de limpeza disponiveis todos os dias disponivel a um custo extra,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (121 Mbps),wi-fi rapido (121 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira Consul frost-free ,geladeira consul frost-free,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno normal Mueller  de aço inoxidável,forno normal mueller  de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de 55 polegadas com TV a cabo premium,tv de 55 polegadas com tv a cabo premium,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 50 polegadas com HBO Max, Netflix, Disney+, Chromecast","tv de alta definicao de 50 polegadas com hbo max, netflix, disney+, chromecast",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira Continental biplex,geladeira continental biplex,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão a gás Atlas Atenas ,fogao a gas atlas atenas,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 50 polegadas com Amazon Prime Video, Fire TV","tv de alta definicao de 50 polegadas com amazon prime video, fire tv",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira Electrolux Frost Free Duplex,geladeira electrolux frost free duplex,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Equipamento para exercícios: halteres, bicicleta ergométrica, esteira, banco de exercícios","equipamento para exercicios: halteres, bicicleta ergometrica, esteira, banco de exercicios",2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
"Jacuzzi compartilhada: disponível o ano todo, disponível 24 horas","jacuzzi compartilhada: disponivel o ano todo, disponivel 24 horas",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 49 polegadas,tv de alta definicao de 49 polegadas,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Sistema de som com Bluetooth e entrada auxiliar,sistema de som com bluetooth e entrada auxiliar,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Banheira de hidromassagem,banheira de hidromassagem,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 26 polegadas,tv de alta definicao de 26 polegadas,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Piscina compartilhada - disponível 24 horas, aquecida","piscina compartilhada - disponivel 24 horas, aquecida",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Banheira de hidromassagem (disponível o ano todo, disponível 24 horas)","banheira de hidromassagem (disponivel o ano todo, disponivel 24 horas)",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Máquina de lavar (no prédio),maquina de lavar (no predio),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Piscina externa compartilhada - disponível o ano todo,piscina externa compartilhada - disponivel o ano todo,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de 65 polegadas com Aparelho de DVD, Netflix, Disney+","tv de 65 polegadas com aparelho de dvd, netflix, disney+",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Xampu Blue Sea Hotel,xampu blue sea hotel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Condicionador Blue Sea Hotel,condicionador blue sea hotel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Cafeteira: cafeteira francesa, cafeteira com coador","cafeteira: cafeteira francesa, cafeteira com coador",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Piscina externa privativa - disponível em horários específicos, aquecida","piscina externa privativa - disponivel em horarios especificos, aquecida",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de 50 polegadas com Netflix, Amazon Prime Video, Apple TV, Disney+","tv de 50 polegadas com netflix, amazon prime video, apple tv, disney+",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Livros e brinquedos infantis para crianças de Mais de 10 anos de idade,livros e brinquedos infantis para criancas de mais de 10 anos de idade,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 58 polegadas,tv de alta definicao de 58 polegadas,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (108 Mbps),wi-fi rapido (108 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno duplo Brastemp  de aço inoxidável,forno duplo brastemp  de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"HDTV com Amazon Prime Video, Chromecast, TV a cabo","hdtv com amazon prime video, chromecast, tv a cabo",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão a gás Brastemp  de aço inoxidável,fogao a gas brastemp  de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (134 Mbps),wi-fi rapido (134 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira duplex Eletrolux,geladeira duplex eletrolux,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"HDTV com Roku, HBO Max, Fire TV, Chromecast, Amazon Prime Video, Disney+, Hulu, TV a cabo premium, Apple TV, Netflix","hdtv com roku, hbo max, fire tv, chromecast, amazon prime video, disney+, hulu, tv a cabo premium, apple tv, netflix",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
